Identifiant station;Nom de la station;Capacité de la station;Coordonnées géographiques;station_opening_hours
44002;Paul Vaillant-Couturier - Gare RER;26;48.80108159069614, 2.402097210288048;
5014;Jean Calvin - Tournefort;28;48.84158856925782, 2.348489575088024;
14131;Jourdan - Monticelli;30;48.822032, 2.329095;
12155;Rottembourg - Général Michel Bizot;43;48.83787825992554, 2.4044052511453633;
10021;Marché Saint-Quentin;15;48.877356057652, 2.3545114456374;
51001;Gare d'Argenteuil;40;48.947022436806705, 2.256898172199726;
14032;Mairie du 14ème;32;48.83254578123, 2.3254923149943;
5007;Ecoles - Carmes;36;48.848904447989, 2.3473486304283;
13005;Cordelières - Arago;60;48.83548071896613, 2.348572461702221;
3009;Temple - Haudriettes;19;48.861636880212, 2.3566960206458;
21706;Jean Bleuzen - Square du 11 Novembre;49;48.8232579, 2.2965213;
42026;Barbès - Monique Maunoury;40;48.81552718820216, 2.3687169334905405;
2004;Square Pierre Lazareff;16;48.867141720746, 2.3483933508396;
10041;Gare du Nord - La Chapelle;18;48.884178287286, 2.3561057075858;
1017;Saint-Honoré - 29 juillet;20;48.86557114282421, 2.330567417577153;
42028;Verdun - Carnot;28;48.808439376064946, 2.373795211315155;
44008;Youri Gagarine - Commune de Paris;33;48.782427463041, 2.3939734697342;
14027;Gergovie - Alésia;54;48.83088717455243, 2.318882101207347;
13006;Duméril - Jeanne d'Arc;40;48.838151608087, 2.3571084495564;
25004;Marcel Pourtout - Édouard Manet;24;48.87555620763429, 2.1655967831611638;
5105;Geoffroy-Saint-Hilaire - Saint-Marcel;17;48.83907826424974, 2.356877340669728;
21511;Marcel Monge - Marcel Dassault;46;48.86096384533371, 2.2246733296048142;
18023;Ordener - Poissonniers;35;48.891213890844654, 2.351288666219873;
18134;Ney - Porte de Clignancourt;25;48.8978867, 2.3458001;
18044;Clichy - Douai;32;48.883687771522, 2.328063700029;
8039;Colisée - Champs-Elysées;24;48.870475399387, 2.3076190799475;
21213;Vanne - Général de Gaulle;25;48.815007, 2.328318;
35001;Jean Jaurès - Ouvrières Pivéreuses;22;48.910423437526, 2.3995766043663;
7111;Ecole Militaire - Place Joffre;26;48.852060203583, 2.3017993569374;
7025;Octave Gréard - Tour Eiffel;33;48.856502977696, 2.2931787543289;
23011;Bineau - Louise Michel;26;48.88666162207, 2.2843274474144;
31029;Vincennes - François Debergue;1;48.857497590947, 2.4375258284792;
19203;Pailleron - Bouret;27;48.880516995482, 2.3763902374411;
34501;Quai de Seine - Pont de l'île-Saint-Denis;1;48.935421446598, 2.3408389473018;
4104;Sebastopol - Rambuteau;16;48.86181809267, 2.3501381278038;
10115;Granges aux Belles;27;48.8761373390584, 2.3680844979417;
19003;Quai de la Seine;24;48.884492238407525, 2.3703941702842717;
12128;Pyramide - Ecole du Breuil;34;48.82237977153955, 2.4586871266365056;
16136;Théophile Gautier - François Millet;30;48.85034821320644, 2.273029983043671;
19022;Marché Secrétan;26;48.88125496379482, 2.373463287949562;
21104;Madame de Sanzillon - Mozart;22;48.90379820774301, 2.3187401890754704;
51004;Général Delambre - Prebuard;29;48.93870344444, 2.2234171606307;
12009;Charenton - Diderot;18;48.846171461187, 2.3793068155646;
19008;Flandre - Alphonse Karr;26;48.89465, 2.381868;
12027;Montgallet - Charenton;16;48.842647778701, 2.3861649278137;
32010;Place aux Étoiles;40;48.91835629408464, 2.3523425683379173;
7009;Assemblée Nationale;76;48.861411014652, 2.3201214185208;
17017;Gare de Pont-Cardinet;34;48.88713901475306, 2.314494143994255;
19109;Tanger - Place du Maroc;19;48.8862524447104, 2.3689296841621403;
8051;Batignolles - Rome;15;48.881823370567, 2.3202589899302;
16029;Maison de Radio - France;47;48.85132886434057, 2.277785539627075;
33006;André Karman - République;31;48.91039875761846, 2.3851355910301213;
17041;Guersant - Gouvion-Saint-Cyr;36;48.88287775178599, 2.287667370814871;
43002;Lagny - Victor Basch;26;48.84884147189881, 2.426325418925233;
21323;Charlot - Stade Gabriel Voisin;31;48.827228120536, 2.268122527474;
17004;Legendre - Clichy;40;48.88896161855884, 2.322528975094376;
11113;Richard Lenoir - Republique;58;48.8667175, 2.3692541;
5018;Mutualité;37;48.848225572724, 2.3502873256803;
21209;Molière - République;30;48.81111581390707, 2.3145738624448158;
17203;Place de la Porte de Champeret;28;48.886062068226, 2.2917001576821;
11039;Richard Lenoir - Jean-Pierre Timbaud;36;48.865804276686, 2.3693370749669;
19032;Villette - Belleville;48;48.8726877314, 2.376461327076;
16040;Exelmans - Michel-Ange;33;48.84309486651855, 2.2597770800669053;
1013;Place du Palais Royal;67;48.862382970647, 2.3384822532535;
42504;Gare RER de Gentilly;30;48.814280450380224, 2.3410347104072575;
20043;Charonne - Avron;27;48.851602665222, 2.3984030470379;
41402;Victor Hugo - Ecoles;25;48.80476007936134, 2.4180373930262093;
19125;Place de l'Édit de Nantes;30;48.88879, 2.3785;
11007;Jean Macé - Faidherbe;78;48.85337548426, 2.3828620836139;
21305;Place Jacques Madaule;25;48.823933787309, 2.2606918215752;
23001;Paul Vaillant Couturier - Chaptal;39;48.893479576183, 2.2775253653526;
18141;Clignancourt - Sofia;19;48.88511992309783, 2.34719488842051;
16124;Route de Sèvres - Porte de Bagatelle;66;48.87525984132485, 2.249415814876557;
19044;Grands Moulins de Pantin;50;48.89738369720229, 2.3959985375404362;
15028;Grenelle - Dr Finlay;71;48.851315406715976, 2.2919502854347233;
17027;Place du Maréchal Juin - Péreire;46;48.885263, 2.298286;
31007;Paris - Désiré Préaux;49;48.85742876694898, 2.4323049187660217;
5121;Square René Viviani - Montebello;47;48.851904891406, 2.3478421568871;
16015;Bassano -  Iéna;15;48.868144510482075, 2.296149600985935;
20116;Haies - Réunion;22;48.85386896766491, 2.402426162238911;
32603;Calmette;32;48.88104925098552, 2.424993216991425;
23903;Stade Gaston Bouillant;30;48.939958667023, 2.3279571813836;
11048;Place Mireille Havet;43;48.850533, 2.383756;
13022;Butte aux Cailles - Esperance;36;48.82758774190948, 2.3492151126265526;
11110;Roquette - Folie Regnault;52;48.859246959155485, 2.386553623578705;
14128;Gergovie - Vercingétorix;29;48.83453413883994, 2.313154547426182;
10039;Sambre et Meuse - Villette;25;48.874405666217, 2.3738072379951;
11103;Pelée - Alphonse Baudin;38;48.8600265, 2.3710541;
21702;Gare SNCF Vanves-Malakoff;51;48.819002163836444, 2.292150005103606;
21030;Fessart - Château;20;48.84245, 2.23989;
9027;Douai - Pierre Fontaine;25;48.88229101148092, 2.33324121683836;
3102;Bourg l'Abbé - Saint-Martin;61;48.863933319493, 2.352406270802;
43202;Pavé Grignon - Bretagne;1;48.757926073227, 2.4036482119581;
15128;Cadix - Hameau;37;48.8340107632249, 2.289516180753708;
18140;Porte de Clignancourt - Ney;40;48.899641123987095, 2.344321422278881;
14019;Sarrette - Général Leclerc;22;48.825030852925, 2.3264128693982;
31001;Lagny - Auguste Blanqui;27;48.84922568052601, 2.4218603968620305;
21507;Gardenat-Lapostol - Velettes;20;48.87387, 2.224185;
5122;Saint-Michel - Luxembourg;29;48.84501507626, 2.3394941166043;
8036;Lisbonne - Monceau;47;48.877455676814, 2.3096942214195;
12163;Hippodrome Paris-Vincennes;42;48.82048387758518, 2.446271181106568;
13054;Pau Casals - Neuve Tolbiac;78;48.8311602, 2.3774395;
1025;Oratoire - Rivoli;18;48.861342760889, 2.3400047421455;
20140;Paganini - Davout;22;48.85135, 2.412021;
42022;Gare RER - Maurice Grandcoing;37;48.813881, 2.392429;
13049;Vincent Auriol - Louise Weiss;22;48.834001935501, 2.3703888058662;
48001;Chastenet de Géry - Marcel Paul;25;48.800123, 2.3567359;
42303;Place Eustache Deschamps;20;48.793855, 2.336637;
43007;Hôtel de Ville de Vincennes;27;48.84827609706963, 2.4398955702781677;
17110;Legendre - Nollet;30;48.887742186754224, 2.320293079881375;
11029;Ménilmontant - Oberkampf;40;48.866617658681, 2.3830134404158;
15039;Abbé Groult - Convention;27;48.83596927866069, 2.302064039509349;
22209;Verdun - Henri Barbusse;24;48.802056061754, 2.3159965061736;
17126;Hélène et François Missoffe - Emile Borel;32;48.89990653843488, 2.321543991674844;
21501;Pont de Suresnes;18;48.867415092322, 2.2258946679617;
11009;Boulets - Voltaire;38;48.85218705621, 2.3890301585197;
11012;Montreuil - Voltaire;34;48.850507011842, 2.3930755582745;
23806;Suisses - Colonel de Rochebrune;1;48.85440659426, 2.1975097137701;
12010;Daumesnil - Picpus;21;48.8374688, 2.401765;
6108;Saint-Romain - Cherche-Midi;17;48.84708159081946, 2.321374788880348;
21108;Mairie de Clichy;51;48.903653634661, 2.3059353232384;
19033;Cambrai - Benjamin Constant;43;48.89594736851349, 2.381133802246315;
14013;Liard - Amiral Mouchez;28;48.8214169, 2.342167;
16110;Octave Feuillet - Albéric Magnard;21;48.86106902949534, 2.2730283066630363;
7018;Ségur - d'Estrées;19;48.851419978983, 2.3097044974566;
19207;Jean Jaurès - Bouret;32;48.883144703938, 2.3712364995651;
17043;Belidor - Gouvion-Saint-Cyr;39;48.88022154052015, 2.2854680567979813;
16039;Exelmans - Versailles;49;48.84097491091973, 2.264390252530575;
14020;Cimetière de Montrouge;58;48.821466904768, 2.3215785772007;
43008;Fontenay - Libération;25;48.847803063647, 2.4451419711113;
18046;Etienne Jodelle - Saint Ouen;33;48.88794016394694, 2.326124420314341;
4016;Lobau - Hôtel de Ville;60;48.8562118, 2.3532536;
42015;Place Jean Ferrat;25;48.8184945213025, 2.3744174838066106;
11036;Jules Ferry - Faubourg du Temple Paris;58;48.868397, 2.3678933;
15025;Dupleix - du Guesclin;47;48.85147910413369, 2.296709530055523;
33009;Félix Faure - Sadi Carnot;33;48.90812110228388, 2.378623187541962;
12024;Gare de Bercy;35;48.839794573906, 2.3826066032052;
92004;Nanterre - Université;20;48.901365, 2.212693;
14018;Porte d'Orléans;48;48.8227639, 2.3249313;
15038;Place Adolphe Cherioux - Vaugirard;63;48.83959442800459, 2.3010657727718353;
18025;Mairie du 18ème;40;48.892939296937605, 2.3445510864257812;
10010;Place Jacques Bonsergent;33;48.870948218595, 2.3612049221992;
31023;Place François Mitterand;34;48.86492782016328, 2.442958317697048;
19023;Manin - Simon Bolivar;26;48.876499654127, 2.3794073625991;
7013;Duroc - Place de Breteuil;42;48.847460641142, 2.3126140236855;
2110;Jeûneurs - Mulhouse;28;48.868997, 2.346925;
21952;Place Tony de Graaff;42;48.8181645, 2.2458109;
21120;Docteur Calmette - Martre;30;48.898969358483, 2.3086513252383;
31101;Jules Guesde - Laennec;19;48.87628983900398, 2.5006942078471184;
32021;Place du Front Populaire - George Sand;65;48.90680713698062, 2.364541214992642;
13027;Mazagran - Pierre de Coubertin;15;48.816218640260445, 2.344226874411106;
22013;Mairie de Neuilly sur Seine;31;48.884947287658, 2.2677031159401;
15123;Commerce - Letellier;44;48.84797660373612, 2.2966245196598805;
42305;Vanne - Saussaies;20;48.786404, 2.338848;
16020;Place de la Porte de Passy;36;48.857341095470794, 2.2644165538827115;
8020;Batignolles - Beudant;44;48.882164014664, 2.3198529705405;
6027;Blaise-Desgoffe - Vaugirard;32;48.846128877747, 2.3242672160268;
17108;Bessières - Porte de Clichy;33;48.89611762451474, 2.31790903955698;
4020;Place Edmond Michelet;23;48.860134890542, 2.3500636965036;
5012;Estrapade - Ulm;16;48.84512772828, 2.3454568170362;
43010;La Jarry - Place Diderot;25;48.849726940367, 2.4520137906075;
6012;Saint-Germain - Ciseaux;18;48.853305277595, 2.3344654618827;
13009;Auguste Blanqui - Corvisart;26;48.8300989, 2.3502726;
4019;Cloître Saint-Merri - Renard;32;48.858835448898, 2.3518279194832;
20105;Benoît Frachon - République;30;48.85230729014318, 2.415605485439301;
1006;Grande Truanderie - Saint-Denis;33;48.8626302, 2.3498075;
20006;Pyrénées - Plaine;12;48.85026702458, 2.4062821269035;
21953;Gare de Bellevue;20;48.8192404685572, 2.2295309230685234;
21506;Maurice Payret-Dortail;22;48.87811957063342, 2.2233625128865246;
2005;Montmartre - Etienne Marcel;16;48.86502194581, 2.3450684401448;
14023;Adolphe Pinard - Victor Hugo;52;48.8236825874564, 2.3077843710780144;
41208;Alouettes - Maréchal de Lattre de Tassigny;22;48.85511009293948, 2.4930700287222862;
26006;Bas - Gabriel Péri;30;48.91585580539625, 2.2948095202445984;
1012;Jean-Jacques Rousseau - Deux Ecus;22;48.86297805972131, 2.3414635285735126;
19202;Marseillaise - Grenade;45;48.889371092747, 2.3979396821544;
12113;Cardinal Lavigerie;46;48.832934193699835, 2.402636749399156;
44004;Place de l'Eglise - Vitry-sur-Seine;28;48.791922819921815, 2.395057752728462;
8040;Pierre Charron - Champs-Elysées;32;48.870103359864, 2.3043501377106;
18135;Ney - Porte de Montmartre;24;48.897918, 2.3364872;
20012;Buzenval - Vignoles;17;48.853858171688, 2.4000040814281;
21205;Arthur Auger - Jean Jaurès;26;48.813736445585235, 2.3069277405738835;
30005;Convention - Campus de Bobigny;32;48.914920058264, 2.4172238067445;
20030;Ménilmontant - Père Lachaise;41;48.863287291502, 2.3869940266013;
8003;Galilée - Vernet;47;48.871715878697, 2.2985444962978;
18045;Pierre Ginier - Clichy;16;48.8867667, 2.326228;
32305;Saint-Germain - Verdun;30;48.882877330093, 2.4331868384644;
32023;Guy Môquet - Jean Moulin;30;48.940931521020836, 2.363948999931771;
17127;Porte de Clichy - Place des Nations Unies;40;48.896737263309504, 2.310542999196392;
23204;Roland Garros - Jean Bouin;28;48.809460857173, 2.2853198638301;
47008;Les Planètes;21;48.80929410761, 2.4596271973784;
41301;Bois de Vincennes - Gare;50;48.836022242887, 2.470833995083;
17022;Pereire - Place de Wagram;46;48.887070607581215, 2.304111124531457;
18019;Square Raymond Souplex;52;48.89183721478911, 2.335426103165901;
47002;Les Juilliottes;21;48.8043072, 2.4437362;
11044;Square du Bataclan;20;48.8633762, 2.3711327;
4107;Beaumarchais - Pas de la Mule;18;48.855580507049, 2.3684333673431;
17001;Guy Môquet - Saint-Ouen;53;48.892777719023975, 2.3270335793495183;
9036;Athènes - Clichy;20;48.878113787876, 2.32956021945824;
19025;Botzaris - Crimée;21;48.87959698690176, 2.3887913337477067;
31021;Résistance - Hoche;29;48.864273423741956, 2.435784414410591;
17039;Place Saint-Ferdinand;38;48.87815529789739, 2.288518047864942;
22604;Hôtel de Ville de Fontenay-aux-Roses;34;48.790844603480856, 2.2871455930319455;
40009;Lycée Saint Exupéry - Juliette Savar;30;48.783021513972, 2.4637357216879;
17003;Jacques Kellner - Saint-Ouen;45;48.895809485802886, 2.327897409164145;
40005;Conservatoire Marcel Dadi;26;48.790090379157, 2.4535970427243;
12018;Saint-Mandé - Fabre d'Eglantine;34;48.8453579, 2.3965022;
9004;Gérando - Rochechouart;21;48.88294340845, 2.3464846238494;
44016;Balzac - Olympes de Gouges;28;48.778503324868, 2.4006786569953;
9024;Taitbout - La Fayette;53;48.8733298892, 2.3352625966072;
41403;Gare RER - Malleret-Joinville;20;48.802936, 2.42531;
15070;Balard - Montagne de la Fage;36;48.838507403334, 2.2782871127129;
42505;Charles Frérot - Albert Guilpin;30;48.8155839183714, 2.3505029082298283;
16105;Crevaux - Bugeaud;31;48.87080942867, 2.2811490076919;
3008;Perle - Vieille du Temple;36;48.8601346, 2.3611206;
5015;Epée de Bois - Mouffetard;63;48.841508690388835, 2.350066713988781;
31709;Place de la Fraternité;22;48.85716405838368, 2.422847449779511;
12002;Lacuée - Lyon;16;48.849268481958, 2.3704585433006;
12020;Cours de Vincennes - Soult;45;48.846918761569, 2.4105220288038;
3003;Fille du Calvaire - Turenne;29;48.86210505412563, 2.3649600148200993;
31020;Résistance - Parmentier;35;48.85965138131299, 2.436705082654953;
27006;Victor Hugo - Gare;22;48.923133952658, 2.2600970417261;
2006;Place des Victoires;24;48.8660354, 2.3420333;
20048;Bagnolet - Place Saint-Blaise;28;48.85973, 2.40334;
48002;LCL Campus - Place Oscar Niemeyer;37;48.805342480621576, 2.363983690738678;
31105;Lavoisier - Missak Manouchian;18;48.86286468896063, 2.495676465332508;
8046;Marceau - Président Wilson;32;48.8652359, 2.3002513;
22014;Victor Hugo - Bineau;25;48.88758225888669, 2.2783890366554265;
1201;Perrault - Place du Louvre;28;48.860273568996, 2.3412468419093;
21112;Claude Debussy - Marc Bloch;56;48.910388180512, 2.3117771744728;
24010;Charles de Gaulle - Rue de l'Alma;28;48.896620592993, 2.252313240191;
23201;Avenir;45;48.8103438, 2.3003776;
7201;Place De Fontenoy - Saxe;18;48.850270554523, 2.3069813815839;
11102;Alexandre Dumas - Voltaire;74;48.852888670365, 2.3891476408096;
16005;Raymond Poincaré - Place Victor Hugo;25;48.87030612437, 2.2850745414202;
40008;Créteil Pompadour;44;48.773011623355, 2.435166164893;
31708;Noisy le Sec - Jean-Baptiste Clément;22;48.874515389637, 2.4152836203575;
13123;BNF - Bibliothèque Nationale de France;42;48.8350268238, 2.3760157451034;
18014;Léon - Doudeauville;13;48.888324218452, 2.3535733726386;
15204;Square Bela Bartok;24;48.850984480382, 2.2844360220351;
16107;Benjamin Godard - Victor Hugo;35;48.865983, 2.275725;
13030;Italie - Tolbiac;21;48.82557229464416, 2.3576171323657036;
9038;Douai - Bruxelles;27;48.88320784122797, 2.3308449949028507;
31706;Château - République;26;48.862923800596, 2.4155035614967;
51006;Lieutenant Colonel Prudhon - Repos;1;48.946800700149, 2.2380727982588;
16026;Ranelagh - Mozart;23;48.8554439, 2.2704418;
10107;Gare du Nord - Hôpital Lariboisière;49;48.881949, 2.352339;
21212;Marne - Germain Dardan;22;48.81217465201, 2.3035024699104;
14003;Schoelcher - Raspail;50;48.83681733526843, 2.3312794080411474;
12114;Victor Hugo - Jeanne Jugan;28;48.843949064031825, 2.415081394834419;
21015;Nationale - Place Jules Guesde;23;48.82753962462998, 2.2416052222251897;
16008;Galilée - Kléber;32;48.867411865714, 2.2907813801148;
18012;Stephenson - Doudeauville;36;48.888537048944826, 2.3561610281467438;
35018;Ancien Canal - Hélène Brion;23;48.89484799296163, 2.4188338592648506;
18110;Departement - Pajol;19;48.886674849730184, 2.3613611608743668;
19005;Flandre - Riquet;21;48.888013281448, 2.3737595955229;
11115;Montreuil - Gonnet;24;48.850500564921, 2.3890856287864;
17007;Navier - Epinettes;54;48.89587780769155, 2.3226776719093327;
18005;Tardieu - Chappe;18;48.884146759782, 2.341845408082;
43006;Vignerons - Minimes;29;48.841486, 2.430793;
9023;Laffitte - Italiens;33;48.871815737396, 2.3372015478451;
18109;Pajol - Riquet;47;48.88960028134536, 2.3628534749150276;
20023;Pelleport - Belgrand;15;48.86500081847653, 2.403980836377493;
15035;Place Etienne Pernet;43;48.84243457133779, 2.2921819612383847;
18113;Lepic - Armée d'Orient;24;48.887536403814, 2.3343077301979;
19127;Aubervilliers - Curial;23;48.89088305227546, 2.3688579350709915;
8019;Naples - Rome;26;48.879960700846226, 2.321358695626259;
9020;Toudouze - Clauzel;21;48.87929591733507, 2.3373600840568547;
17048;De Toqueville - Terrasse;30;48.882428, 2.314002;
41209;Cimetière de Fontenay-sous-Bois;15;48.84706173362218, 2.4787822365760808;
8017;Rocher - Laborde;65;48.87590240712654, 2.322616316378116;
42021;Raspail - Manufacture des Oeillets;32;48.8094458, 2.3903009;
17105;Place Madeleine Daniélou;42;48.883498, 2.282015;
18009;Jean-François Lépine - Stephenson;22;48.88611466796807, 2.356855627529275;
42010;Mairie d'Ivry-sur-Seine;53;48.81057120969284, 2.3842826485633855;
21301;Saint-Vincent - Verdun;34;48.819211549234495, 2.254007756710053;
9032;Mathurins - Auber;36;48.872988840744, 2.3294984212276;
26013;Quai du docteur Dervaux;26;48.910482, 2.297998;
42029;Stalingrad - Germaine Tailleferre;28;48.80257200481316, 2.3786691203713417;
19115;Porte de la Villette;27;48.89835196548483, 2.386150136590004;
6030;Assas - Vaugirard;35;48.848274111398, 2.3292413726449;
34002;Capitaine Glarner - Gabriel Péri;27;48.902449900418745, 2.3304807533425724;
15002;Maine - Antoine Bourdelle;17;48.84308531746595, 2.320263946784738;
10036;Aqueduc - Villette;28;48.883886063895, 2.367198803315;
12108;Bercy.;66;48.839966914994, 2.3788625746965;
9012;Rougemont - Poissonnière;44;48.871611569354755, 2.345873080193996;
5019;Poissy - Saint-Germain;25;48.84969649427, 2.3529685288668;
21004;Jean Jaurès - Reine;31;48.84009622558849, 2.239872515201569;
22012;Madeleine Michelis - Roule;25;48.88260431301364, 2.2773634269833565;
14125;Dareau - Broussais;24;48.8307758, 2.3361804;
7024;Rapp - Place du Général Gouraud;31;48.858102885107, 2.3004072904587;
15043;Brancion - Lefebvre;11;48.82900222785569, 2.301431038163409;
20009;Docteurs Déjérine - Pte de Montreuil;20;48.85398448133697, 2.41208288897222;
13126;Place Nationale - Château-des-Rentiers;18;48.829268, 2.365212;
13011;Hôpital - Campo-Formio;11;48.835405, 2.358218;
21217;Louis Rolland - République;26;48.81710889740748, 2.3193106434955717;
10165;Gare de l'Est - Place du 11 Novembre 1918;40;48.876327, 2.3585464;
92001;Mairie de quartier du Plateau - Mont-Valérien;20;48.8799933, 2.2072437;
1021;Halles - Bourdonnais;20;48.860448992575, 2.3460162431002;
27005;Gare du Stade;20;48.9312676, 2.2603778;
5024;Place Monge;21;48.842761803051, 2.3524079471827;
12028;Vivaldi - Antoine-Julien Hénard;27;48.841923663276546, 2.389728979467376;
20044;Davout - Volga;28;48.852919679957296, 2.410522909779111;
10008;Cité Riverin - Château d'Eau;18;48.870702423554306, 2.358739863900845;
4006;Bourdon - Pont Morland;52;48.8478103, 2.3659356;
10011;Bourse du Travail;17;48.868976638826, 2.3623438552022;
3011;Turbigo - Réaumur;31;48.865574047531, 2.3564198613167;
2015;Louis le Grand - Italiens;33;48.870508937204, 2.3340544619393;
14022;Didot - Mariniers;35;48.82650543613106, 2.313136198271666;
19111;Cesaria Evora - Rosa Parks;39;48.89717672825043, 2.3745173960924144;
21509;Gardenat Lapostol - Franklin Roosevelt;24;48.871839, 2.222505;
2016;Aboukir - Alexandrie;21;48.86868344444473, 2.3502043269474897;
2012;Choiseul - Quatre Septembre;44;48.869935533187, 2.3359975218773;
4101;Bastille - Beaumarchais;23;48.853833463852, 2.3685702681541;
17021;Jouffroy d'Abbans - Villiers;34;48.884215547037, 2.3056533560157;
21021;Enfants du Paradis - Peupliers;40;48.833122686454, 2.2571459412575;
12202;Charenton - Wattignies;40;48.836919119234, 2.3916775206425;
18021;Marcadet - Ramey;39;48.890875, 2.3449019;
11040;Temple - Jean-Pierre Timbaud;36;48.86446597201, 2.3660597205162;
11038;Temple - Charlot;45;48.865709343796, 2.3652737250724;
45005;Stalingrad - Général de Gaulle;26;48.823450589614, 2.4965062363218;
14110;Abbé Carton - Plantes;25;48.827673823166, 2.3209181427956;
10026;Gare de l'Est - Chateau Landon;59;48.879305, 2.362424;
13035;Choisy - Tolbiac;20;48.82591155587, 2.3602393269539;
15060;Place de la Montagne du Goulet;21;48.8443415, 2.2773844;
12107;Diderot - Pierre Bourdan;21;48.847648620797, 2.3902582749724;
40014;Créteil Pointe du Lac;28;48.769807356177, 2.4623027310281;
27004;Gare de la Garenne-Colombes;28;48.909752, 2.239145;
15103;Cauchy - Cévennes;51;48.843372571022, 2.2751328349113;
34015;Louis Dain - Rosiers;0;48.904676215771, 2.3379541963343;
8052;Balzac - Champs Elysées;30;48.872699639621, 2.3001953959465;
40002;Bleuets - Bordières;19;48.802117531472, 2.4543687905029;
21302;Aristide Briand - Place de la Résistance;25;48.82124248401006, 2.2511002421379094;
